Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (A6.01-merge-givenXY)	KC Category (A6.01-merge-givenXY)	KC (A6.01-default)	KC Category (A6.01-default)	KC (Single-KC)	KC Category (Single-KC)	School	Class	CF (calculated_offset)	CF (server_adjusted_event_time)	CF (server_adjusted_tool_event_time)	CF (server_adjusted_tutor_event_time)	CF (server_name)	CF (server_time_millis)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
100455	2012transactions	cc078ba75a7f91cad2f87e6ca8d603b7	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:48:58	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43	option1cost UpdateTextField	1	1	Correct	option1cost	UpdateTextField	150.00								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:48:59.2 UTC						2012/02/27 04:48:58.17 UTC	2012/02/27 04:48:58.827 UTC
100456	2012transactions	cc2614f3c8ab277a66ecb3f102cf7b43	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:01	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43	option2amt UpdateTextField	1	1	Correct	option2amt	UpdateTextField	50								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:49:02.765 UTC						2012/02/27 04:49:01.863 UTC	2012/02/27 04:49:02.590 UTC
100457	2012transactions	aa7ce2afb5e69663ee9873464b6cd34f	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:03	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43	option2cost UpdateTextField	1	1	Correct	option2cost	UpdateTextField	100								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:49:03.961 UTC						2012/02/27 04:49:03.238 UTC	2012/02/27 04:49:03.786 UTC
100458	2012transactions	1d8a2349faabf84c109756f239ddbee0	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:16	UTC	13	ATTEMPT		RESULT		Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43	commonamt UpdateTextField	1	1	Correct	commonamt	UpdateTextField	1								Initiating-unit-comparison	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:49:17.419 UTC						2012/02/27 04:49:16.481 UTC	2012/02/27 04:49:17.244 UTC
100459	2012transactions	cd16e7c2dfeed5e08ca2c096e18ec354	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:27	UTC	11	ATTEMPT		RESULT		Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43	option1end UpdateTextField	1	1	Correct	option1end	UpdateTextField	2.5								Finding-unit-cost	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:49:27.620 UTC						2012/02/27 04:49:27.51 UTC	2012/02/27 04:49:27.445 UTC
100460	2012transactions	dd78439544aa951c9dcc82adb8b3598e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:32	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43	option2end UpdateTextField	1	1	Correct	option2end	UpdateTextField	2								Finding-unit-cost	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:49:33.481 UTC						2012/02/27 04:49:32.546 UTC	2012/02/27 04:49:33.306 UTC
100461	2012transactions	0e6ee37188ffc4bf0558be3766d25bbc	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:36	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:49:37.584 UTC						2012/02/27 04:49:36.530 UTC	2012/02/27 04:49:37.409 UTC
100462	2012transactions	2fe5053cfad243ac4282e0a93efbaa53	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:39	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:49:40.460 UTC						2012/02/27 04:49:39.483 UTC	2012/02/27 04:49:40.285 UTC
100463	2012transactions	8a3c09615a0c3f5157d8c309db57e905	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:46	UTC	0	ATTEMPT				Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46					NtpDate	NtpTimeCheck	2012-02-26 23:49:46.826 -0500																		Admin	Default Class	-183	2012/02/27 04:49:46.852 UTC			3.north-america.pool.ntp.org	1330318186826		2012/02/27 04:49:46.669 UTC	
100464	2012transactions	23f64c72ef0e32f6615b5381a600064e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:52	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	option1amt UpdateTextField	1	1	Correct	option1amt	UpdateTextField	20								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:49:53.244 UTC						2012/02/27 04:49:52.710 UTC	2012/02/27 04:49:53.61 UTC
100465	2012transactions	32bf97f2fa03a0c7874aa8be7ed0462a	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:53	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	option1cost UpdateTextField	1	1	Correct	option1cost	UpdateTextField	6								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:49:54.679 UTC						2012/02/27 04:49:53.962 UTC	2012/02/27 04:49:54.496 UTC
100466	2012transactions	43063f9d44061005db08735739e69c03	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:49:57	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	option2amt UpdateTextField	1	1	Correct	option2amt	UpdateTextField	80								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:49:58.480 UTC						2012/02/27 04:49:57.423 UTC	2012/02/27 04:49:58.297 UTC
100467	2012transactions	c34d4b28e67373d7668e0a0131242832	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:00	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	option2cost UpdateTextField	1	1	Correct	option2cost	UpdateTextField	25								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:00.882 UTC						2012/02/27 04:50:00.175 UTC	2012/02/27 04:50:00.699 UTC
100468	2012transactions	64db52de09af4821bf599e924adc36e9	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:11	UTC	11	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	commonamt UpdateTextField	1	1	Correct	commonamt	UpdateTextField	80								Selecting-common-number	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:12.411 UTC						2012/02/27 04:50:11.358 UTC	2012/02/27 04:50:12.228 UTC
100469	2012transactions	f70328ba20321765ea60e62498690903	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:14	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	option1end UpdateTextField	1	1	Correct	option1end	UpdateTextField	24								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:15.279 UTC						2012/02/27 04:50:14.242 UTC	2012/02/27 04:50:15.96 UTC
100470	2012transactions	79edbf3ffcc94ffd9ed03a5a4900153d	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:20	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	option2end UpdateTextField	1	1	Correct	option2end	UpdateTextField	25								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:21.834 UTC						2012/02/27 04:50:20.759 UTC	2012/02/27 04:50:21.651 UTC
100471	2012transactions	5f375ebcd9cda12d796a1f34aec0b3c3	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:23	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	radioGroup UpdateRadioButton	1	0	InCorrect	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:24.39 UTC						2012/02/27 04:50:23.366 UTC	2012/02/27 04:50:23.856 UTC
100472	2012transactions	fc97403053d8f49968baec5c75b31549	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:28	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	radioGroup UpdateRadioButton	2	1	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:29.204 UTC						2012/02/27 04:50:28.445 UTC	2012/02/27 04:50:29.21 UTC
100473	2012transactions	0056bdc19e8da5576943e18152b90157	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:30	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	lollipops	1	2012-02-27 04:49:46	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:50:30.701 UTC						2012/02/27 04:50:30.13 UTC	2012/02/27 04:50:30.518 UTC
100474	2012transactions	f1c545cb9194ee1c08ec080ac4551395	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:36	UTC	1	ATTEMPT				Default Assignment	6.28	game cards	1	2012-02-27 04:50:35					NtpDate	NtpTimeCheck	2012-02-26 23:50:36.268 -0500																		Admin	Default Class	-181	2012/02/27 04:50:36.292 UTC			3.north-america.pool.ntp.org	1330318236268		2012/02/27 04:50:36.111 UTC	
100475	2012transactions	515e405e9425b8a394a416af047489b0	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:47	UTC	11	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	option1amt UpdateTextField	1	1	Correct	option1amt	UpdateTextField	18								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:48.49 UTC						2012/02/27 04:50:47.137 UTC	2012/02/27 04:50:47.868 UTC
100476	2012transactions	58715c0d272a78f276886b413208821d	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:48	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	option1cost UpdateTextField	1	1	Correct	option1cost	UpdateTextField	22.5								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:49.566 UTC						2012/02/27 04:50:48.865 UTC	2012/02/27 04:50:49.385 UTC
100477	2012transactions	131013a36692e8b1d7caccdea87c5efd	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:51	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	option2amt UpdateTextField	1	1	Correct	option2amt	UpdateTextField	12								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:52.554 UTC						2012/02/27 04:50:51.500 UTC	2012/02/27 04:50:52.373 UTC
100478	2012transactions	159266bb85bc412632ecd9a1b693816a	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:50:54	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	option2cost UpdateTextField	1	1	Correct	option2cost	UpdateTextField	18.00								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:50:54.602 UTC						2012/02/27 04:50:54.46 UTC	2012/02/27 04:50:54.421 UTC
100479	2012transactions	97098243f78eeca2f5e0f546b536a073	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:51:03	UTC	9	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	commonamt UpdateTextField	1	1	Correct	commonamt	UpdateTextField	36								Selecting-common-number	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:51:04.434 UTC						2012/02/27 04:51:03.592 UTC	2012/02/27 04:51:04.253 UTC
100480	2012transactions	e36e050a62f92a76ee054789700c05c7	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:51:15	UTC	12	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	option1end UpdateTextField	1	1	Correct	option1end	UpdateTextField	45.00								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:51:16.577 UTC						2012/02/27 04:51:15.868 UTC	2012/02/27 04:51:16.396 UTC
100481	2012transactions	7deff84649ce000376efddcbbd5d6971	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:51:31	UTC	16	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	option2end UpdateTextField	1	0	InCorrect	option2end	UpdateTextField	48								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:51:31.880 UTC						2012/02/27 04:51:31.197 UTC	2012/02/27 04:51:31.699 UTC
100482	2012transactions	36f52d62a93e28bcdd63b12ffabf6608	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:51:38	UTC	7	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	option2end UpdateTextField	2	0	Hint	hint_button	ButtonPressed	hint request		Dylan must spend $18 to purchase 12 cards via the second option. You want to find how much 36 cards cost with this option.		1	3			Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:51:39.126 UTC						2012/02/27 04:51:38.530 UTC	2012/02/27 04:51:38.945 UTC
100483	2012transactions	d847c55cf2230feffed777c303a0c76e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:51:46	UTC	8	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	option2end UpdateTextField	3	0	HINT	get_next_hint_button_mc	ButtonPressed	hint request		You multiply the number of cards in option 2 by 3 to get 36 cards. Multiply the cost of cards by the same number.		2	3			Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:51:46.308 UTC						2012/02/27 04:51:46.124 UTC	2012/02/27 04:51:46.127 UTC
100484	2012transactions	496cd532ac7d2e08741b30d5b3dece64	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:52:06	UTC	20	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	option2end UpdateTextField	4	1	Correct	option2end	UpdateTextField	54								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:52:07.370 UTC						2012/02/27 04:52:06.535 UTC	2012/02/27 04:52:07.189 UTC
100485	2012transactions	40a91cba8d54116aba573815fa596a15	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:52:10	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:52:11.206 UTC						2012/02/27 04:52:10.497 UTC	2012/02/27 04:52:11.25 UTC
100486	2012transactions	0cc4abdfec2549b0b767c3bb9ba49542	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:52:12	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	game cards	1	2012-02-27 04:50:35	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:52:13.315 UTC						2012/02/27 04:52:12.323 UTC	2012/02/27 04:52:13.134 UTC
100487	2012transactions	f031f4e049c8b9c48437258b73d547df	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:52:18	UTC	0	ATTEMPT				Default Assignment	6.28	cd club	1	2012-02-27 04:52:18					NtpDate	NtpTimeCheck	2012-02-26 23:52:18.923 -0500																		Admin	Default Class	-172	2012/02/27 04:52:18.949 UTC			3.north-america.pool.ntp.org	1330318338923		2012/02/27 04:52:18.777 UTC	
100488	2012transactions	dcf2f9a0611f3b5cc094b60d5c0d6278	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 17:56:22	UTC	0	ATTEMPT				Default Assignment	6.28	vegetarian	5	2012-02-27 17:56:22					NtpDate	NtpTimeCheck	2012-02-27 12:56:24.683 -0500																		Admin	Default Class	-2125	2012/02/27 17:56:24.746 UTC			3.north-america.pool.ntp.org	1330365384683		2012/02/27 17:56:22.621 UTC	
100489	2012transactions	9106b70f7d1ab8b2a50bc5ac83a74818	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 17:56:28	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	5	2012-02-27 17:56:22	radioGroup UpdateRadioButton	1	0	InCorrect	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 17:56:30.432 UTC						2012/02/27 17:56:28.73 UTC	2012/02/27 17:56:28.307 UTC
100490	2012transactions	f1c5c48cc9ce4030dde5bdae76109516	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 17:57:39	UTC	0	ATTEMPT				Default Assignment	6.28	vegetarian	6	2012-02-27 17:57:39					NtpDate	NtpTimeCheck	2012-02-27 12:57:41.457 -0500																		Admin	Default Class	-2321	2012/02/27 17:57:41.488 UTC			3.north-america.pool.ntp.org	1330365461457		2012/02/27 17:57:39.167 UTC	
100491	2012transactions	04f4783c92a87cf0fc25c33d35c0a844	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 17:57:45	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	6	2012-02-27 17:57:39	radioGroup UpdateRadioButton	1	0	InCorrect	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 17:57:48.455 UTC						2012/02/27 17:57:45.962 UTC	2012/02/27 17:57:46.134 UTC
100492	2012transactions	b31bcf5ef9f181156c108fd995d5accc	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 17:57:46	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	6	2012-02-27 17:57:39	radioGroup UpdateRadioButton	2	0	InCorrect	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 17:57:49.268 UTC						2012/02/27 17:57:46.743 UTC	2012/02/27 17:57:46.947 UTC
100493	2012transactions	800e1747d72fbb40a4e4d129f2632420	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 17:57:50	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	6	2012-02-27 17:57:39	radioGroup UpdateRadioButton	3	0	InCorrect	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 17:57:53.376 UTC						2012/02/27 17:57:50.852 UTC	2012/02/27 17:57:51.55 UTC
100494	2012transactions	d3615981855e46d77b4aa45a3f278e3a	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 17:58:02	UTC	12	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	6	2012-02-27 17:57:39	radioGroup UpdateRadioButton	4	0	InCorrect	done	ButtonPressed	-1		I'm sorry, but you are not done yet. Please continue working.						Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 17:58:04.858 UTC						2012/02/27 17:58:02.412 UTC	2012/02/27 17:58:02.537 UTC
100495	2012transactions	70c386c0c7e52e66824d47809962367f	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 17:59:00	UTC	58	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	6	2012-02-27 17:57:39	radioGroup UpdateRadioButton	5	0	InCorrect	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 17:59:02.580 UTC						2012/02/27 17:59:00.40 UTC	2012/02/27 17:59:00.259 UTC
100496	2012transactions	43609474d030688a34c209cb7eea217c	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:15:46	UTC	0	ATTEMPT				Default Assignment	6.28	vegetarian	7	2012-02-27 18:15:46					NtpDate	NtpTimeCheck	2012-02-27 13:15:47.167 -0500																		Admin	Default Class	-571	2012/02/27 18:15:47.230 UTC			3.north-america.pool.ntp.org	1330366547167		2012/02/27 18:15:46.659 UTC	
100497	2012transactions	2843588fe680a7f969ada05aae29ed3e	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:15:53	UTC	3.5	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	7	2012-02-27 18:15:46	radioGroup UpdateRadioButton	2	0	InCorrect	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:15:54.632 UTC						2012/02/27 18:15:53.920 UTC	2012/02/27 18:15:54.61 UTC
100498	2012transactions	845d35621a910c58e9cdc8e9024078ee	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:15:53	UTC	3.5	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	7	2012-02-27 18:15:46	radioGroup UpdateRadioButton	1	0	InCorrect	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:15:54.38 UTC						2012/02/27 18:15:53.232 UTC	2012/02/27 18:15:53.467 UTC
100499	2012transactions	e734085de396975ea08b45ccb00df12d	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:15:55	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	7	2012-02-27 18:15:46	radioGroup UpdateRadioButton	4	0	InCorrect	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:15:56.651 UTC						2012/02/27 18:15:55.955 UTC	2012/02/27 18:15:56.80 UTC
100500	2012transactions	0cf6b91335bc4e0059553bb91d69db25	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:15:55	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	7	2012-02-27 18:15:46	radioGroup UpdateRadioButton	3	0	InCorrect	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:15:55.744 UTC						2012/02/27 18:15:55.32 UTC	2012/02/27 18:15:55.173 UTC
100501	2012transactions	cdd90eaf491f60e2af5f36d7f3d7d1ba	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:16:12	UTC	17	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	vegetarian	7	2012-02-27 18:15:46	radioGroup UpdateRadioButton	5	0	Hint	hint_button	ButtonPressed	hint request		Now that you know how many grams of protein are in 50 grams of flour under each option, which flour has more protein content?		1	2			Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:16:13.179 UTC						2012/02/27 18:16:12.482 UTC	2012/02/27 18:16:12.608 UTC
100502	2012transactions	dcff82ffd2d2fffdbc4513e3915a162b	Stu_fd400821d994bb1d167a4e9010231035	S57c53cd2e42d2f64faf9af62b607156b	2012-02-27 18:16:13	UTC	1	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	vegetarian	7	2012-02-27 18:15:46	option1radio UpdateRadioButton	1	1	HINT	get_next_hint_button_mc	ButtonPressed	hint request		The whole wheat flour has higher protein content. Please select option 1.		2	2			Comparing-options	comparing-rates-using-number-sense`0.23200001`0							Single-KC		Admin	Default Class		2012/02/27 18:16:13.867 UTC						2012/02/27 18:16:13.296 UTC	2012/02/27 18:16:13.296 UTC
